name,id,imageurl,xdescription,ydescription,height,category,weight,typeofpokemon,weaknesses,evolutions,abilities,genderless,cycles,egg_groups,evolvedfrom,reason,base_exp,classification,percent_male,percent_female,abilities_hidden,capture_rate,base_egg_steps,hp,attack,defense,sp_attack,sp_defense,speed,description,status,total_points,base_friendship,growth_rate,effectiveness
Nidoking,#034,https://assets.pokemon.com/assets/cms2/img/pokedex/full/034.png,"Nidoking's thick tail packs enormously destructive power. With one swing, it can topple a metal transmission tower. Once this Pokémon goes on a rampage, there is no stopping it.","Nidoking's thick tail packs enormously destructive power. With one swing, it can topple a metal transmission tower. Once this Pokémon goes on a rampage, there is no stopping it.","4' 07""",Drill,136.7 lbs,"['Poison', 'Ground']","['Ground', 'Ice', 'Psychic', 'Water']","['#032', '#033', '#034']",['Poison Point'],0,20 ,"Field, Monster ",#033,(use Moon Stone),227,Drill Pokémon,100,0,Sheer Force,45,5120,81,102,77,85,75,85,"When it goes on a rampage, it’s impossible to control. But in the presence of a Nidoqueen it’s lived with for a long time, Nidoking calms down.",Normal,430,70,Medium Fast,"[100, 100, 100, 0, 100, 100, 100, 100, 200, 50, 100, 100, 100, 100, 100, 100, 50, 100]"
Clefairy,#035,https://assets.pokemon.com/assets/cms2/img/pokedex/full/035.png,"On every night of a full moon, groups of this Pokémon come out to play. When dawn arrives, the tired Clefairy return to their quiet mountain retreats and go to sleep nestled up against each other.","On every night of a full moon, groups of this Pokémon come out to play. When dawn arrives, the tired Clefairy return to their quiet mountain retreats and go to sleep nestled up against each other.","2' 00""",Fairy,16.5 lbs,['Fairy'],"['Steel', 'Poison']","['#173', '#035', '#036']",['Cute Charm'],0,10 ,Fairy ,#173,(high Friendship),113,Fairy Pokémon,24.9,75.1,Friend Guard,150,2560,70,45,48,60,65,35,It is said that happiness will come to those who see a gathering of Clefairy dancing under a full moon.,Normal,485,70,Medium Fast,"[100, 100, 100, 50, 100, 100, 100, 100, 200, 50, 100, 100, 100, 100, 100, 100, 50, 100]"
Clefable,#036,https://assets.pokemon.com/assets/cms2/img/pokedex/full/036.png,"Clefable moves by skipping lightly as if it were flying using its wings. Its bouncy step lets it even walk on water. It is known to take strolls on lakes on quiet, moonlit nights.","Clefable moves by skipping lightly as if it were flying using its wings. Its bouncy step lets it even walk on water. It is known to take strolls on lakes on quiet, moonlit nights.","4' 03""",Fairy,88.2 lbs,['Fairy'],"['Steel', 'Poison']","['#173', '#035', '#036']",['Cute Charm'],0,10 ,Fairy ,#035,(use Moon Stone),217,Fairy Pokémon,24.9,75.1,Unaware,25,2560,95,70,73,95,90,60,"A timid fairy Pokémon that is rarely seen, it will run and hide the moment it senses people.",Normal,485,70,Medium Fast,"[100, 100, 100, 0, 100, 100, 100, 100, 200, 50, 100, 100, 100, 100, 100, 100, 50, 100]"
Vulpix,#037,https://assets.pokemon.com/assets/cms2/img/pokedex/full/037.png,"Inside Vulpix's body burns a flame that never goes out. During the daytime, when the temperatures rise, this Pokémon releases flames from its mouth to prevent its body from growing too hot.","At the time of its birth, Vulpix has one white tail. The tail separates into six if this Pokémon receives plenty of love from its Trainer. The six tails become magnificently curled.","2' 00""",Fox,21.8 lbs,['Fire'],"['Ground', 'Rock', 'Water']","['#037', '#038']",['Flash Fire'],0,20 ,Field ,,,60,Fox Pokémon,24.9,75.1,Snow Cloak- Snow Warning,190,5120,38,41,40,50,65,65,"While young, it has six gorgeous tails. When it grows, several new tails are sprouted.",Normal,300,70,Medium Fast,"[100, 100, 200, 0, 200, 200, 100, 50, 100, 100, 100, 100, 50, 100, 100, 100, 100, 100]"
Ninetales,#038,https://assets.pokemon.com/assets/cms2/img/pokedex/full/038.png,Legend has it that Ninetales came into being when nine wizards possessing sacred powers merged into one. This Pokémon is highly intelligent—it can understand human speech.,Ninetales casts a sinister light from its bright red eyes to gain total control over its foe's mind. This Pokémon is said to live for a thousand years.,"3' 07""",Fox,43.9 lbs,['Fire'],"['Ground', 'Rock', 'Water']","['#037', '#038']",['Flash Fire'],0,20 ,Field ,#037,(use Fire Stone),177,Fox Pokémon,24.9,75.1,Snow Cloak- Snow Warning,75,5120,73,76,75,81,100,100,"It is said to live 1,000 years, and each of its tails is loaded with supernatural powers.",Normal,300,70,Medium Fast,"[50, 400, 100, 100, 50, 25, 400, 0, 200, 50, 50, 50, 100, 100, 50, 100, 100, 50]"
Jigglypuff,#039,https://assets.pokemon.com/assets/cms2/img/pokedex/full/039.png,"When this Pokémon sings, it never pauses to breathe. If it is in a battle against an opponent that does not easily fall asleep, Jigglypuff cannot breathe, endangering its life.",Jigglypuff's vocal cords can freely adjust the wavelength of its voice. This Pokémon uses this ability to sing at precisely the right wavelength to make its foes most drowsy.,"1' 08""",Balloon,12.1 lbs,"['Normal', 'Fairy']","['Steel', 'Poison']","['#174', '#039', '#040']",['Cute Charm'],0,10 ,Fairy ,#174,(high Friendship),95,Balloon Pokémon,24.9,75.1,Friend Guard,170,2560,115,45,20,45,25,20,"Jigglypuff has top-notch lung capacity, even by comparison to other Pokémon. It won’t stop singing its lullabies until its foes fall asleep.",Normal,450,70,Medium Fast,"[100, 100, 200, 0, 200, 200, 100, 50, 100, 100, 100, 100, 50, 100, 100, 100, 100, 100]"
Wigglytuff,#040,https://assets.pokemon.com/assets/cms2/img/pokedex/full/040.png,"Wigglytuff's body is very flexible. By inhaling deeply, this Pokémon can inflate itself seemingly without end. Once inflated, Wigglytuff bounces along lightly like a balloon.","Wigglytuff has large, saucerlike eyes. The surfaces of its eyes are always covered with a thin layer of tears. If any dust gets in this Pokémon's eyes, it is quickly washed away.","3' 03""",Balloon,26.5 lbs,"['Normal', 'Fairy']","['Steel', 'Poison']","['#174', '#039', '#040']",['Cute Charm'],0,10 ,Fairy ,#039,(use Moon Stone),196,Balloon Pokémon,24.9,75.1,Frisk,50,2560,140,70,45,85,50,45,"The more air it takes in, the more it inflates. If opponents catch it in a bad mood, it will inflate itself to an enormous size to intimidate them.",Normal,450,70,Medium Fast,"[50, 400, 100, 100, 50, 25, 400, 0, 200, 50, 50, 50, 100, 100, 50, 100, 100, 50]"
Zubat,#041,https://assets.pokemon.com/assets/cms2/img/pokedex/full/041.png,"Zubat avoids sunlight because exposure causes it to become unhealthy. During the daytime, it stays in caves or under the eaves of old houses, sleeping while hanging upside down.",Zubat remains quietly unmoving in a dark spot during the bright daylight hours. It does so because prolonged exposure to the sun causes its body to become slightly burned.,"2' 07""",Bat,16.5 lbs,"['Poison', 'Flying']","['Electric', 'Ice', 'Psychic', 'Rock']","['#041', '#042', '#169']",['Inner Focus'],0,15 ,Flying ,,,49,Bat Pokémon,50.2,49.8,Infiltrator,255,3840,40,45,35,30,40,55,"It emits ultrasonic waves from its mouth to check its surroundings. Even in tight caves, Zubat flies around with skill.",Normal,275,70,Medium Slow,"[100, 100, 100, 100, 50, 100, 50, 50, 200, 100, 200, 50, 100, 100, 100, 100, 100, 50]"
Golbat,#042,https://assets.pokemon.com/assets/cms2/img/pokedex/full/042.png,"Golbat bites down on prey with its four fangs and drinks the victim's blood. It becomes active on inky dark moonless nights, flying around to attack people and Pokémon.","Golbat loves to drink the blood of living things. It is particularly active in the pitch black of night. This Pokémon flits around in the night skies, seeking fresh blood.","5' 03""",Bat,121.3 lbs,"['Poison', 'Flying']","['Electric', 'Ice', 'Psychic', 'Rock']","['#041', '#042', '#169']",['Inner Focus'],0,15 ,Flying ,#041,(Level 22),159,Bat Pokémon,50.2,49.8,Infiltrator,90,3840,75,80,70,65,75,90,"It loves to drink other creatures’ blood. It’s said that if it finds others of its kind going hungry, it sometimes shares the blood it’s gathered.",Normal,365,70,Medium Slow,"[100, 100, 100, 100, 50, 100, 50, 50, 200, 100, 200, 50, 100, 100, 100, 100, 100, 50]"
Oddish,#043,https://assets.pokemon.com/assets/cms2/img/pokedex/full/043.png,"Oddish searches for fertile, nutrient-rich soil, then plants itself. During the daytime, while it is planted, this Pokémon's feet are thought to change shape and become similar to the roots of trees.","During the daytime, Oddish buries itself in soil to absorb nutrients from the ground using its entire body. The more fertile the soil, the glossier its leaves become.","1' 08""",Weed,11.9 lbs,"['Grass', 'Poison']","['Fire', 'Flying', 'Ice', 'Psychic']","['#043', '#044', '#045', '#182']",['Chlorophyll'],0,20 ,Grass ,,,64,Weed Pokémon,50.2,49.8,Run Away,255,5120,45,50,55,75,65,30,"If exposed to moonlight, it starts to move. It roams far and wide at night to scatter its seeds.",Normal,505,70,Medium Slow,"[100, 100, 200, 0, 100, 200, 50, 25, 200, 100, 200, 50, 50, 100, 100, 100, 100, 50]"
Gloom,#044,https://assets.pokemon.com/assets/cms2/img/pokedex/full/044.png,"From its mouth Gloom drips honey that smells absolutely horrible. Apparently, it loves the horrid stench. It sniffs the noxious fumes and then drools even more of its honey.","Gloom releases a foul fragrance from the pistil of its flower. When faced with danger, the stench worsens. If this Pokémon is feeling calm and secure, it does not release its usual stinky aroma.","2' 07""",Weed,19.0 lbs,"['Grass', 'Poison']","['Fire', 'Flying', 'Ice', 'Psychic']","['#043', '#044', '#045', '#182']",['Chlorophyll'],0,20 ,Grass ,#043,(Level 21),138,Weed Pokémon,50.2,49.8,Stench,120,5120,60,65,70,85,75,40,Its pistils exude an incredibly foul odor. The horrid stench can cause fainting at a distance of 1.25 miles.,Normal,273,70,Medium Slow,"[100, 100, 100, 100, 50, 100, 50, 50, 200, 100, 200, 50, 100, 100, 100, 100, 100, 50]"
Vileplume,#045,https://assets.pokemon.com/assets/cms2/img/pokedex/full/045.png,"Vileplume has the world's largest petals. They are used to attract prey that are then doused with toxic spores. Once the prey are immobilized, this Pokémon catches and devours them.","Vileplume's toxic pollen triggers atrocious allergy attacks. That's why it is advisable never to approach any attractive flowers in a jungle, however pretty they may be.","3' 11""",Flower,41.0 lbs,"['Grass', 'Poison']","['Fire', 'Flying', 'Ice', 'Psychic']","['#043', '#044', '#045', '#182']",['Chlorophyll'],0,20 ,Grass ,#044,(use Leaf Stone),221,Flower Pokémon,50.2,49.8,Effect Spore,45,5120,75,80,85,110,90,50,"It has the world’s largest petals. With every step, the petals shake out heavy clouds of toxic pollen.",Normal,365,70,Medium Slow,"[100, 100, 100, 100, 50, 100, 50, 50, 200, 100, 200, 50, 100, 100, 100, 100, 100, 50]"
Paras,#046,https://assets.pokemon.com/assets/cms2/img/pokedex/full/046.png,Paras has parasitic mushrooms growing on its back called tochukaso. They grow large by drawing nutrients from this Bug Pokémon host. They are highly valued as a medicine for extending life.,Paras has parasitic mushrooms growing on its back called tochukaso. They grow large by drawing nutrients from this Bug Pokémon host. They are highly valued as a medicine for extending life.,"1' 00""",Mushroom,11.9 lbs,"['Bug', 'Grass']","['Fire', 'Flying', 'Bug', 'Ice', 'Poison', 'Rock']","['#046', '#047']",['Effect Spore'],0,20 ,"Bug, Grass ",,,57,Mushroom Pokémon,50,50,Damp,190,5120,35,70,55,45,55,25,Burrows under the ground to gnaw on tree roots. The mushrooms on its back absorb most of the nutrition.,Normal,505,70,Medium Slow,"[100, 100, 200, 0, 100, 200, 50, 25, 200, 100, 200, 50, 50, 100, 100, 100, 100, 50]"
Parasect,#047,https://assets.pokemon.com/assets/cms2/img/pokedex/full/047.png,"Parasect is known to infest large trees en masse and drain nutrients from the lower trunk and roots. When an infested tree dies, they move onto another tree all at once.","Parasect is known to infest large trees en masse and drain nutrients from the lower trunk and roots. When an infested tree dies, they move onto another tree all at once.","3' 03""",Mushroom,65.0 lbs,"['Bug', 'Grass']","['Fire', 'Flying', 'Bug', 'Ice', 'Poison', 'Rock']","['#046', '#047']",['Effect Spore'],0,20 ,"Bug, Grass ",#046,(Level 24),142,Mushroom Pokémon,50,50,Damp,75,5120,60,95,80,60,80,30,The bug host is drained of energy by the mushroom on its back. The mushroom appears to do all the thinking.,Normal,323,140,Fast,"[100, 100, 100, 100, 100, 100, 50, 200, 100, 100, 100, 50, 100, 100, 0, 50, 200, 100]"
Venonat,#048,https://assets.pokemon.com/assets/cms2/img/pokedex/full/048.png,"Venonat is said to have evolved with a coat of thin, stiff hair that covers its entire body for protection. It possesses large eyes that never fail to spot even minuscule prey.","Venonat is said to have evolved with a coat of thin, stiff hair that covers its entire body for protection. It possesses large eyes that never fail to spot even minuscule prey.","3' 03""",Insect,66.1 lbs,"['Bug', 'Poison']","['Fire', 'Flying', 'Psychic', 'Rock']","['#048', '#049']",['Compound Eyes'],0,20 ,Bug ,,,61,Insect Pokémon,50,50,Run Away,190,5120,60,55,50,40,55,45,"Its large eyes act as radar. In a bright place, you can see that they are clusters of many tiny eyes.",Normal,483,140,Fast,"[100, 100, 100, 100, 100, 100, 50, 200, 100, 100, 100, 50, 100, 100, 0, 50, 200, 100]"
Venomoth,#049,https://assets.pokemon.com/assets/cms2/img/pokedex/full/049.png,"Venomoth is nocturnal—it is a Pokémon that only becomes active at night. Its favorite prey are small insects that gather around streetlights, attracted by the light in the darkness.","Venomoth is nocturnal—it is a Pokémon that only becomes active at night. Its favorite prey are small insects that gather around streetlights, attracted by the light in the darkness.","4' 11""",Poison Moth,27.6 lbs,"['Bug', 'Poison']","['Fire', 'Flying', 'Psychic', 'Rock']","['#048', '#049']",['Shield Dust'],0,20 ,Bug ,#048,(Level 31),158,Poison Moth Pokémon,50,50,Wonder Skin,75,5120,70,65,60,90,75,90,The powdery scales on its wings are hard to remove from skin. They also contain poison that leaks out on contact.,Normal,299,70,Medium Fast,"[100, 0, 200, 100, 50, 50, 100, 100, 200, 100, 100, 50, 200, 100, 100, 100, 50, 50]"
Diglett,#050,https://assets.pokemon.com/assets/cms2/img/pokedex/full/050.png,"Diglett are raised in most farms. The reason is simple— wherever this Pokémon burrows, the soil is left perfectly tilled for planting crops. This soil is made ideal for growing delicious vegetables.","Diglett are raised in most farms. The reason is simple— wherever this Pokémon burrows, the soil is left perfectly tilled for planting crops. This soil is made ideal for growing delicious vegetables.","0' 08""",Mole,1.8 lbs,['Ground'],"['Grass', 'Ice', 'Water']","['#050', '#051']",['Sand Veil'],0,20 ,Field ,,,53,Mole Pokémon,50.2,49.8,Sand Force,255,5120,10,55,25,35,45,95,"If a Diglett digs through a field, it leaves the soil perfectly tilled and ideal for planting crops.",Normal,299,70,Medium Fast,"[100, 50, 200, 100, 50, 50, 100, 100, 200, 100, 100, 50, 200, 100, 100, 100, 50, 50]"
Dugtrio,#051,https://assets.pokemon.com/assets/cms2/img/pokedex/full/051.png,"Dugtrio are actually triplets that emerged from one body. As a result, each triplet thinks exactly like the other two triplets. They work cooperatively to burrow endlessly.","Dugtrio are actually triplets that emerged from one body. As a result, each triplet thinks exactly like the other two triplets. They work cooperatively to burrow endlessly.","2' 04""",Mole,73.4 lbs,['Ground'],"['Grass', 'Ice', 'Water']","['#050', '#051']",['Sand Veil'],0,20 ,Field ,#050,(Level 26),149,Mole Pokémon,50.2,49.8,Sand Force,50,5120,35,100,50,50,70,120,A team of Diglett triplets. It triggers huge earthquakes by burrowing 60 miles underground.,Normal,505,70,Medium Fast,"[100, 0, 200, 100, 50, 50, 100, 100, 200, 100, 100, 50, 200, 100, 100, 100, 50, 50]"
